สรรพ	สัน พะ 
สรรพคุณ	สับ พะ คุน
สรรพนาม	สับ พะ นาม
สรรพสินค้า	สับ พะ สิน ค้า
สรรพ์	สัน
สรรเสริญ	สัน เสิน
สรรเสริญ	สัน ระ เสิน
สรวล	สวน
สระ	สะ
สระ	สะ หฺระ
สระ	ส̄ะ หฺระ
สระ	สะ ระ
สระ	ส̄ะ ระ
สระ	สะ
สระน้ำ	สะ น้าม
สระบุรี	สะ หฺระ บุ รี
สระบุรี	ส̄ะ หฺระ บุ รี
สระผม	สะ ผม
สระว่ายน้ำ	สะ ว่าย น้าม
สระอะ	สะ หฺระ อะ
สระเอ	สะ หฺระ เอ
สระแก้ว	สะ แก้ว
สรีรวิทยา	สะ รี ระ วิด ทะ ยา
สรีสฤบ	สะ รี สฺริบ
สรุป	สะ หฺรุบ
สรเสริญ	สฺระ เสิน
สร่าง	ส่าง
สร้อย	ซ็่อย
สร้อยข้อมือ	ซ็่อย ค่อ มือ
สร้อยคอ	ซ็่อย คอ
สร้าง	ซ่าง
สร้างสรรค์	ซ่าง สัน
สฤคาล	สฺริ คาน
สลบ	สะ หฺลบ
สลอด	สะ หฺลอด
สลอธ	สะ ล็๊อด
สละ	สะ หฺละ
สลัก	สะ หฺลัก
สลัด	สะ หฺลัด
สลับ	สะ หฺลับ
สลัม	สะ ลัม
สลาก	สะ หฺลาก
สลาก	สะ หฺลาก 
สลาก	สะ หฺลาก กะ 
สลากกินแบ่ง	สะ หฺลาก กิน แบ็่ง
สลาฟ	สะ ล้าฟ
สลาฟ	สะ ล้าบ
สลาย	สะ หฺลาย
สลิป	สะ หฺลิบ
สลิปเปอร์	สะ ลิบ เป้อ
สลิ่ม	สะ หฺลิ่ม
สลึง	สะ หฺลึง
สลุต	สะ หฺลุด
สลุบ	สะ หฺลุบ
สวดมนต์	สวด มน
สวนน้ำ	สวน น้าม
สวนผัก	สวน ผัก
สวนพฤกษศาสตร์	สวน พฺรึก สะ สาด
สวนสนาม	สวน สะ หฺนาม
สวนสนุก	สวน สะ หฺนุก
สวนสัตว์	สวน สัด
สวนสาธารณะ	สวน สา ทา ระ นะ
สวนหลังบ้าน	สวน หฺลัง บ้าน
สวมเขา	สวม เขา
สวมใส่	สวม ไส่
สวรรคต	สะ หฺวัน คด
สวรรคบดี	สะ หฺวัน คะ บอ ดี
สวรรค์	สะ หฺวัน
สวรรค์ชั้นเจ็ด	สะ หฺวัน ชั้น เจ็ด
สวะ	สะ หฺวะ
สวะ	ส̄ะ หฺวะ
สวะสังคม	สะ หฺวะ สัง คม
สวัสดิการ	สะ หฺวัด ดิ กาน
สวัสดิภาพ	สะ หฺวัด ดิ พาบ
สวัสดิ์	สะ หฺวัด
สวัสดี	สะ หฺวัด ดี
สวัสดี	ส̄ะ หฺวัด ดี
สวัสดีปีใหม่	สะ หฺวัด ดี ปี ไหฺม่
สวัสติกะ	สะ หฺวัด ติ กะ
สวัสติกะ	ส̄ะ หฺวัด ติ กะ
สวาซิแลนด์	สะ วา ซิ แลน
สวามี	สะ หฺวา มี
สวิง	สะ หฺวิง
สวิง	สะ วิง
สวิตช์	สะ วิด
สวิตช์	ส̄ะ วิด
สวิตเซอร์แลนด์	สะ วิด เซอ แลน
สวิส	สะ วิส
สวิส	สะ วิด
สวีดัด	สะ วี ดัด
สวีเดน	สะ วี เด็น
สว่าง	สะ หฺว่าง
สว่าน	สะ หฺว่าน
สสาร	สะ สาน
สสาร	สะ สาน ระ 
สสารมืด	สะ สาน มืด
สหกรณ์	สะ หะ กอน
สหบาทา	สะ หะ บา ทา
สหประชาชาติ	สะ หะ ปฺระ ชา ชาด
สหพัน	สะ หะ พัน
สหพันธรัฐ	สะ หะ พัน ทะ รัด
สหพันธรัฐรัสเซีย	สะ หะ พัน ทะ รัด รัด เซีย
สหพันธ์	สะ หะ พัน
สหภาพ	สะ หะ พาบ
สหภาพยุโรป	สะ หะ พาบ ยุ โหฺรบ
สหภาพแรงงาน	สะ หะ พาบ แรง งาน
สหภาพโซเวียต	สะ หะ พาบ โซ เวียด
สหรัฐ	สะ หะ รัด
สหรัฐอาหรับเอมิเรตส์	สะ หะ รัด อา หฺรับ เอ มิ เรด
สหรัฐอเมริกา	สะ หะ รัด อะ เม ริ กา
สหรัฐฯ	สะ หะ รัด
สหราชอาณาจักร	สะ หะ ราด ชะ อา นา จัก
สหราชอาณาจักรบริเตนใหญ่	สะ หะ ราด ชะ อา นา จัก บฺริ เตน ไหฺย่
สหราชอาณาจักรบริเตนใหญ่และไอร์แลนด์	สะ หะ ราด ชะ อา นา จัก บฺริ เตน ไหฺย่ และ ไอ แลน
สหราชอาณาจักรบริเตนใหญ่และไอร์แลนด์เหนือ	สะ หะ ราด ชะ อา นา จัก บฺริ เตน ไหฺย่ และ ไอ แลน เหฺนือ
สหราชอาณาจักรเกรตบริเตน	สะ หะ ราด ชะ อา นา จัก เกฺร๊ด บฺริ เตน
สหราชอาณาจักรเกรตบริเตนและนอร์เทิร์นไอร์แลนด์	สะ หะ ราด ชะ อา นา จัก เกฺร๊ด บฺริ เตน และ น็้อด เทิ็่น ไอ แล็่น
สหราชอาณาจักรเกรตบริเตนและนอร์เทิร์นไอร์แลนด์	สะ หะ ราด ชะ อา นา จัก เกฺร๊ด บฺริ เตน และ น็้อด เทิ็่น ไอ แลน
สหราชอาณาจักรเกรตบริเตนและไอร์แลนด์	สะ หะ ราด ชะ อา นา จัก เกฺร๊ด บฺริ เตน และ ไอ แลน
สหัสนัยน์	สะ หัด สะ ไน
สหัสวรรษ	สะ หัด สะ วัด
สหาย	สะ หาย
สองจิตสองใจ	สอง จิด สอง ไจ
สองสาม	สอง สาม
สองแถว	สอง แถ็ว
สอดรู้	สอด รู้
สอดรู้สอดเห็น	สอด รู้ สอด เห็น
สอดแนม	สอด แนม
สอนจระเข้ว่ายน้ำ	สอน จอ ระ เค่ ว่าย น้าม
สอนจระเข้ให้ว่ายน้ำ	สอน จอ ระ เค่ ไฮ่ ว่าย น้าม
สอนหนังสือสังฆราช	สอน หฺนัง สือ สัง คะ ราด
สอบถาม	สอบ ถาม
สอบสวน	สอบ สวน
สอย	สอย
สอย	ส็อย
สอยมะม่วง	สอย มะ ม่วง
สอยมะม่วง	ส็อย มะ ม่วง
สะกด	สะ กด
สะกดจิต	สะ กด จิด
สะกิด	สะ กิด
สะดวก	สะ ดวก
สะดือ	สะ ดือ
สะดุด	สะ ดุด
สะดุ้ง	สะ ดุ้ง
สะตอ	สะ ตอ
สะท้อน	สะ ท้อน
สะท้าน	สะ ท้าน
สะบัด	สะ บัด
สะบาโต	สะ บา โต
สะบ้า	สะ บ้า
สะพัง	สะ พัง
สะพาน	สะ พาน
สะพานลอย	สะ พาน ลอย
สะพานไฟ	สะ พาน ไฟ
สะระแหน่	สะ ระ แหฺน่
สะสม	สะ สม
สะสวย	สะ สวย
สะอาด	สะ อาด
สะอึก	สะ อึก
สะเก็ด	สะ เก็ด
สะเก็ดดาว	สะ เก็ด ดาว
สะเก็ดเงิน	สะ เก็ด เงิน
สะเดา	สะ เดา
สะเดาะ	สะ เดาะ
สะเต๊ะ	สะ เต๊ะ
สะเทินน้ำสะเทินบก	สะ เทิน น้าม สะ เทิน บก
สะเหล่อ	สะ เหฺล่อ
สะเอว	สะ เอว
สะโพก	สะ โพก
สะโพน	สะ โพน
สะใภ้	สะ ไพ้
สักขีพยาน	สัก ขี พะ ยาน
สักหลาด	สัก กะ หฺลาด
สังกรประโยค	สัง กะ ระ ปฺระ โหฺยก
สังกรประโยค	สัง กอ ระ ปฺระ โหฺยก
สังกะสี	สัง กะ สี
สังกัด	สัง กัด
สังข	สัง
สังข	สัง ขะ 
สังขยา	สัง ขะ หฺยา
สังขาร	สัง ขาน
สังข์	สัง
สังคม	สัง คม
สังคม	สัง คม มะ 
สังคมนิยม	สัง คม นิ ยม
